#####################################################################
# Alchemist log file - simulation started at: 2020-01-28T05:16+0000 #
#####################################################################
# seed = 46.0, taskFrequency = 1.0E-4, cloudcost = 10.0, algorithm = true
#
# The columns have the following meaning: 
# time taskHops[Mean] hasTask[Sum] tasks[Sum] completedTasks[Sum] giveupTasks[Sum] taskLatency[Sum] 
0.0 NaN 0.0 0.0 0.0 0.0 0.0 
2.0020260920523847 NaN 0.0 0.0 0.0 0.0 0.0 
4.002026092052384 NaN 0.0 0.0 0.0 0.0 0.0 
6.002026092052384 NaN 0.0 0.0 0.0 0.0 0.0 
8.002026092052384 NaN 0.0 0.0 0.0 0.0 0.0 
10.002026092052384 NaN 0.0 0.0 0.0 0.0 0.0 
12.002026092052384 NaN 0.0 0.0 0.0 0.0 0.0 
14.002026092052384 NaN 1.0 1.0 0.0 0.0 0.0 
16.002026092052382 NaN 1.0 1.0 0.0 0.0 0.0 
18.002026092052382 NaN 1.0 1.0 0.0 0.0 0.0 
20.002026092052382 NaN 1.0 1.0 0.0 0.0 0.0 
22.002026092052382 NaN 1.0 1.0 0.0 0.0 0.0 
24.002026092052382 NaN 1.0 1.0 0.0 0.0 0.0 
26.002026092052382 NaN 1.0 1.0 0.0 0.0 0.0 
28.002026092052382 2.0 0.0 1.0 1.0 0.0 13.0 
30.002026092052382 2.0 0.0 1.0 1.0 0.0 13.0 
32.00202609205238 2.0 0.0 1.0 1.0 0.0 13.0 
34.00202609205238 2.0 0.0 1.0 1.0 0.0 13.0 
36.00202609205238 2.0 0.0 1.0 1.0 0.0 13.0 
38.00202609205238 2.0 0.0 1.0 1.0 0.0 13.0 
40.00202609205238 2.0 0.0 1.0 1.0 0.0 13.0 
42.00202609205238 2.0 0.0 1.0 1.0 0.0 13.0 
44.00202609205238 2.0 0.0 1.0 1.0 0.0 13.0 
46.00202609205238 2.0 0.0 1.0 1.0 0.0 13.0 
48.00202609205238 2.0 0.0 1.0 1.0 0.0 13.0 
50.00202609205238 2.0 0.0 1.0 1.0 0.0 13.0 
52.00202609205238 2.0 0.0 1.0 1.0 0.0 13.0 
54.00202609205238 2.0 0.0 1.0 1.0 0.0 13.0 
56.00202609205238 2.0 0.0 1.0 1.0 0.0 13.0 
58.00202609205238 2.0 0.0 1.0 1.0 0.0 13.0 
60.00202609205238 2.0 0.0 1.0 1.0 0.0 13.0 
62.00202609205238 2.0 0.0 1.0 1.0 0.0 13.0 
64.00202609205238 2.0 0.0 1.0 1.0 0.0 13.0 
66.00202609205238 2.0 0.0 1.0 1.0 0.0 13.0 
68.00202609205238 2.0 0.0 1.0 1.0 0.0 13.0 
70.00202609205238 2.0 0.0 1.0 1.0 0.0 13.0 
72.00202609205238 2.0 0.0 1.0 1.0 0.0 13.0 
74.00202609205238 2.0 0.0 1.0 1.0 0.0 13.0 
76.00202609205238 2.0 0.0 1.0 1.0 0.0 13.0 
78.00202609205238 2.0 0.0 1.0 1.0 0.0 13.0 
80.00202609205238 2.0 1.0 2.0 1.0 0.0 13.0 
82.00202609205238 2.0 1.0 2.0 1.0 0.0 13.0 
84.00202609205238 2.0 1.0 2.0 1.0 0.0 13.0 
86.00202609205238 2.0 1.0 2.0 1.0 0.0 13.0 
88.00202609205238 2.0 1.0 2.0 1.0 0.0 13.0 
90.00202609205238 2.0 1.0 2.0 1.0 0.0 13.0 
92.00202609205238 2.0 1.0 2.0 1.0 0.0 13.0 
94.00202609205238 2.0 0.0 2.0 2.0 0.0 26.0 
96.00202609205238 2.0 0.0 2.0 2.0 0.0 26.0 
98.00202609205238 2.0 0.0 2.0 2.0 0.0 26.0 
100.00202609205238 2.0 0.0 2.0 2.0 0.0 26.0 
102.00202609205238 2.0 0.0 2.0 2.0 0.0 26.0 
104.00202609205238 2.0 0.0 2.0 2.0 0.0 26.0 
106.00202609205238 2.0 0.0 2.0 2.0 0.0 26.0 
108.00202609205238 2.0 0.0 2.0 2.0 0.0 26.0 
110.00202609205238 2.0 0.0 2.0 2.0 0.0 26.0 
112.00202609205238 2.0 0.0 2.0 2.0 0.0 26.0 
114.00202609205238 2.0 0.0 2.0 2.0 0.0 26.0 
116.00202609205238 2.0 0.0 2.0 2.0 0.0 26.0 
118.00202609205238 2.0 0.0 2.0 2.0 0.0 26.0 
120.00202609205238 2.0 0.0 2.0 2.0 0.0 26.0 
122.00202609205238 2.0 0.0 2.0 2.0 0.0 26.0 
124.00202609205238 2.0 0.0 2.0 2.0 0.0 26.0 
126.00202609205238 2.0 0.0 2.0 2.0 0.0 26.0 
128.00202609205238 2.0 0.0 2.0 2.0 0.0 26.0 
130.00202609205238 2.0 0.0 2.0 2.0 0.0 26.0 
132.00202609205238 2.0 0.0 2.0 2.0 0.0 26.0 
134.00202609205238 2.0 0.0 2.0 2.0 0.0 26.0 
136.00202609205238 2.0 0.0 2.0 2.0 0.0 26.0 
138.00202609205238 2.0 0.0 2.0 2.0 0.0 26.0 
140.00202609205238 2.0 0.0 2.0 2.0 0.0 26.0 
142.00202609205238 2.0 0.0 2.0 2.0 0.0 26.0 
144.00202609205238 2.0 0.0 2.0 2.0 0.0 26.0 
146.00202609205238 2.0 0.0 2.0 2.0 0.0 26.0 
148.00202609205238 2.0 0.0 2.0 2.0 0.0 26.0 
150.00202609205238 2.0 0.0 2.0 2.0 0.0 26.0 
152.00202609205238 2.0 0.0 2.0 2.0 0.0 26.0 
154.00202609205238 2.0 0.0 2.0 2.0 0.0 26.0 
156.00202609205238 2.0 0.0 2.0 2.0 0.0 26.0 
158.00202609205238 2.0 0.0 2.0 2.0 0.0 26.0 
160.00202609205238 2.0 0.0 2.0 2.0 0.0 26.0 
162.00202609205238 2.0 0.0 2.0 2.0 0.0 26.0 
164.00202609205238 2.0 0.0 2.0 2.0 0.0 26.0 
